review,rating,date,bank,source,review_clean,vader_compound,sentiment_vader,sent_label,sent_score,text,theme_primary
መቸሸጠ,5,2025-06-03,Dashen,google_play,መቸሸጠ,0.0,neutral,negative,0.6970565915107727,መቸሸጠ,other
gadaa,5,2025-06-01,Dashen,google_play,gadaa,0.0,neutral,negative,0.7211463451385498,gadaa,other
Massive upgrade from the Amole app.,5,2025-05-31,Dashen,google_play,massive upgrade from the amole app.,0.0,neutral,positive,0.9646419286727904,massive upgrade from the amole app.,other
very good for this app,5,2025-05-31,Dashen,google_play,very good for this app,0.4927,positive,positive,0.9998138546943665,very good for this app,other
top,5,2025-05-31,Dashen,google_play,top,0.2023,positive,positive,0.9997069239616394,top,other
this app better than Amole . but the biometric on new update doesn't work,4,2025-05-31,Dashen,google_play,this app better than amole . but the biometric on new update doesn't work,0.2382,positive,negative,0.999607503414154,this app better than amole . but the biometric on new update doesn't work,account_access
wow to it saff and this app,5,2025-05-30,Dashen,google_play,wow to it saff and this app,0.5859,positive,positive,0.998571276664734,wow to it saff and this app,other
it too slow,3,2025-05-29,Dashen,google_play,it too slow,0.0,neutral,negative,0.9996801614761353,it too slow,transactions
ዳሽን ባንክ ይለያል,4,2025-05-28,Dashen,google_play,ዳሽን ባንክ ይለያል,0.0,neutral,negative,0.8337252736091614,ዳሽን ባንክ ይለያል,other
useless app ever loading take long,1,2025-05-27,Dashen,google_play,useless app ever loading take long,-0.4215,negative,negative,0.9997350573539734,useless app ever loading take long,transactions
"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",5,2025-05-26,Dashen,google_play,"game changer app! dashen bank super app is fast, secure, and easy to use. the three-click payment makes sending money super quick, and the qr code payment is perfect for cashless shopping. i also love the biometric login and easy airtime and bill payments. everything i need is in one place. dashen bank has really raised the bar for digital banking in ethiopia. highly recommended!",0.979,positive,positive,0.999617338180542,"game changer app! dashen bank super app is fast, secure, and easy to use. the three-click payment makes sending money super quick, and the qr code payment is perfect for cashless shopping. i also love the biometric login and easy airtime and bill payments. everything i need is in one place. dashen bank has really raised the bar for digital banking in ethiopia. highly recommended!",account_access
very useful App,1,2025-05-26,Dashen,google_play,very useful app,0.4927,positive,positive,0.9995785355567932,very useful app,other
"Simple, robust features? Yes, please! But the endless loading screen killed the fun—I couldn’t use it for days. Fix the glitch, and I’ll yeet a higher rating!",2,2025-05-26,Dashen,google_play,"simple, robust features? yes, please! but the endless loading screen killed the fun—i couldn’t use it for days. fix the glitch, and i’ll yeet a higher rating!",-0.6842,negative,negative,0.8351486325263977,"simple, robust features? yes, please! but the endless loading screen killed the fun—i couldn’t use it for days. fix the glitch, and i’ll yeet a higher rating!",transactions
Wawww,5,2025-05-24,Dashen,google_play,wawww,0.0,neutral,negative,0.941803812980652,wawww,other
very Nice,5,2025-05-23,Dashen,google_play,very nice,0.4754,positive,positive,0.9998563528060912,very nice,other
its best,5,2025-05-23,Dashen,google_play,its best,0.6369,positive,positive,0.9998121857643129,its best,other
it is not as good as to the other mobile bank app.,1,2025-05-22,Dashen,google_play,it is not as good as to the other mobile bank app.,-0.3412,negative,negative,0.999786913394928,it is not as good as to the other mobile bank app.,other
"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",5,2025-05-22,Dashen,google_play,"the best of best is now arrived **empowering your financial freedom** ""experience seamless banking at your fingertips with dashen bank. empowering your financial freedom, anytime, anywhere!"" **innovation meets convenience** ""dashen bank mobile banking: where innovation meets convenience. **secure and reliable** ""bank with confidence",0.9628,positive,positive,0.9996517896652222,"the best of best is now arrived **empowering your financial freedom** ""experience seamless banking at your fingertips with dashen bank. empowering your financial freedom, anytime, anywhere!"" **innovation meets convenience** ""dashen bank mobile banking: where innovation meets convenience. **secure and reliable** ""bank with confidence",other
Nothing is changed in the updated version. You have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,4,2025-05-20,Dashen,google_play,nothing is changed in the updated version. you have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,0.631,positive,negative,0.9939862489700316,nothing is changed in the updated version. you have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,crash_bug
The best app ever in finance sector,5,2025-05-18,Dashen,google_play,the best app ever in finance sector,0.6369,positive,positive,0.9998089671134948,the best app ever in finance sector,other
Its good app than other compitators but it confuse when we transfer it needs OTP and PIN most user inter their pin instead of OTP we know the litrecy level of our society so if it is device based i dont know the needs of OTP so please try to fix,3,2025-05-18,Dashen,google_play,its good app than other compitators but it confuse when we transfer it needs otp and pin most user inter their pin instead of otp we know the litrecy level of our society so if it is device based i dont know the needs of otp so please try to fix,0.5554,positive,negative,0.9983357787132264,its good app than other compitators but it confuse when we transfer it needs otp and pin most user inter their pin instead of otp we know the litrecy level of our society so if it is device based i dont know the needs of otp so please try to fix,account_access
dashen bank or dashen super app?,1,2025-05-17,Dashen,google_play,dashen bank or dashen super app?,0.5994,positive,negative,0.9937525391578674,dashen bank or dashen super app?,other
wowwwe app,5,2025-05-17,Dashen,google_play,wowwwe app,0.0,neutral,positive,0.9829692840576172,wowwwe app,other
"Transferring to other bank accounts is a hastle and inconvenient .Get used to seeing "" please try again """,2,2025-05-17,Dashen,google_play,"transferring to other bank accounts is a hastle and inconvenient .get used to seeing "" please try again """,-0.0258,neutral,negative,0.9994332194328308,"transferring to other bank accounts is a hastle and inconvenient .get used to seeing "" please try again """,transactions
always lagging,1,2025-05-16,Dashen,google_play,always lagging,-0.2732,negative,negative,0.9998013377189636,always lagging,other
Amazing Application...,5,2025-05-16,Dashen,google_play,amazing application...,0.5859,positive,positive,0.9998786449432372,amazing application...,other
"Dashen bank app is very good, but sometimes it is not working well",5,2025-05-15,Dashen,google_play,"dashen bank app is very good, but sometimes it is not working well",-0.0321,neutral,negative,0.9976341724395752,"dashen bank app is very good, but sometimes it is not working well",other
its my choice,5,2025-05-15,Dashen,google_play,its my choice,0.0,neutral,positive,0.9962010979652404,its my choice,other
wow apo,5,2025-05-15,Dashen,google_play,wow apo,0.5859,positive,positive,0.99947851896286,wow apo,other
awesome app keep going,5,2025-05-14,Dashen,google_play,awesome app keep going,0.6249,positive,positive,0.9998502731323242,awesome app keep going,other
"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",5,2025-05-14,Dashen,google_play,"it grows ethiopian digital banking step ahead.all fetures in one,simple fast and convince.",0.25,positive,positive,0.9992207288742064,"it grows ethiopian digital banking step ahead.all fetures in one,simple fast and convince.",other
Game changer,5,2025-05-13,Dashen,google_play,game changer,0.0,neutral,positive,0.988757073879242,game changer,crash_bug
Totally amazing,5,2025-05-13,Dashen,google_play,totally amazing,0.624,positive,positive,0.9998782873153688,totally amazing,other
super 😎,5,2025-05-13,Dashen,google_play,super 😎,0.5994,positive,positive,0.9331682920455932,super 😎,other
what a helpful app!!!!,5,2025-05-13,Dashen,google_play,what a helpful app!!!!,0.6083,positive,positive,0.9990901947021484,what a helpful app!!!!,support
"To be honest, best banking and lifestyle app in Ethiopia.",5,2025-05-12,Dashen,google_play,"to be honest, best banking and lifestyle app in ethiopia.",0.8176,positive,positive,0.9997262358665466,"to be honest, best banking and lifestyle app in ethiopia.",other
"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""",5,2025-05-12,Dashen,google_play,"a must have, seamless, all in one digital platform ""db superapp""! keep living your motto ""always one step ahead""",0.0,neutral,positive,0.9966461062431335,"a must have, seamless, all in one digital platform ""db superapp""! keep living your motto ""always one step ahead""",other
Amazing app super easy to use and best design. loved it.,5,2025-05-09,Dashen,google_play,amazing app super easy to use and best design. loved it.,0.9623,positive,positive,0.9998630285263062,amazing app super easy to use and best design. loved it.,ui_ux
its the best ever,5,2025-05-09,Dashen,google_play,its the best ever,0.6369,positive,positive,0.9998552799224854,its the best ever,other
excellent game changer App,5,2025-05-08,Dashen,google_play,excellent game changer app,0.5719,positive,positive,0.9998358488082886,excellent game changer app,crash_bug
I am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,5,2025-05-03,Dashen,google_play,i am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,0.8151,positive,positive,0.9995176792144777,i am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,other
it seems me logging out within minutes,1,2025-05-03,Dashen,google_play,it seems me logging out within minutes,0.0,neutral,negative,0.9982207417488098,it seems me logging out within minutes,other
nice app especially GUI and I have got some error when you send within dashen bank the receipter is not get SMS notification,4,2025-05-03,Dashen,google_play,nice app especially gui and i have got some error when you send within dashen bank the receipter is not get sms notification,0.0258,neutral,negative,0.985798954963684,nice app especially gui and i have got some error when you send within dashen bank the receipter is not get sms notification,transactions
yes i want dashen super open,5,2025-05-02,Dashen,google_play,yes i want dashen super open,0.7845,positive,positive,0.999435007572174,yes i want dashen super open,other
faster than this version,5,2025-05-01,Dashen,google_play,faster than this version,0.0,neutral,positive,0.9991979002952576,faster than this version,other
"Best UI mobile banking app, props to design team",5,2025-04-30,Dashen,google_play,"best ui mobile banking app, props to design team",0.6369,positive,positive,0.9991565942764282,"best ui mobile banking app, props to design team",ui_ux
bad.,1,2025-04-30,Dashen,google_play,bad.,-0.5423,negative,negative,0.9997698664665222,bad.,other
dashen super app is secure band very easy,5,2025-04-29,Dashen,google_play,dashen super app is secure band very easy,0.8588,positive,positive,0.9899651408195496,dashen super app is secure band very easy,other
It is very fast and secured mobile banking app! I like this app!,5,2025-04-29,Dashen,google_play,it is very fast and secured mobile banking app! i like this app!,0.7225,positive,positive,0.9995939135551452,it is very fast and secured mobile banking app! i like this app!,other
best app I have ever seen,5,2025-04-29,Dashen,google_play,best app i have ever seen,0.6369,positive,positive,0.9996102452278136,best app i have ever seen,other
Its slow when i try to see the Recent Transaction and stucked,1,2025-04-28,Dashen,google_play,its slow when i try to see the recent transaction and stucked,0.0,neutral,negative,0.9992387294769288,its slow when i try to see the recent transaction and stucked,transactions
wowslnwoooo wowwww amazing !!!!!!!!,5,2025-04-28,Dashen,google_play,wowslnwoooo wowwww amazing !!!!!!!!,0.7156,positive,positive,0.999722182750702,wowslnwoooo wowwww amazing !!!!!!!!,other
wow appl,5,2025-04-28,Dashen,google_play,wow appl,0.5859,positive,positive,0.9994691014289856,wow appl,other
why do i have to change a pin number i use my finger print so dummy,1,2025-04-27,Dashen,google_play,why do i have to change a pin number i use my finger print so dummy,0.0772,positive,negative,0.9994646906852722,why do i have to change a pin number i use my finger print so dummy,account_access
"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.",1,2025-04-25,Dashen,google_play,"it is very slow and it lacks many features to be a super app. high rating is given by their employees, not by the customers.",0.5994,positive,negative,0.9997708201408386,"it is very slow and it lacks many features to be a super app. high rating is given by their employees, not by the customers.",transactions
"Smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. The intuitive design makes banking on the go.",5,2025-04-24,Dashen,google_play,"smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. the intuitive design makes banking on the go.",0.34,positive,positive,0.9996446371078492,"smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. the intuitive design makes banking on the go.",transactions
Very easy and Fast.,5,2025-04-24,Dashen,google_play,very easy and fast.,0.4927,positive,positive,0.9995487332344056,very easy and fast.,other
Incomparably user-friendly and fast app for mobile banking.,5,2025-04-24,Dashen,google_play,incomparably user-friendly and fast app for mobile banking.,0.0,neutral,negative,0.939275562763214,incomparably user-friendly and fast app for mobile banking.,other
"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your Technical difficulty should not be reflected on customer.",2,2025-04-24,Dashen,google_play,"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your technical difficulty should not be reflected on customer.",-0.7156,negative,negative,0.9993688464164734,"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your technical difficulty should not be reflected on customer.",transactions
execellent,5,2025-04-24,Dashen,google_play,execellent,0.0,neutral,negative,0.9866806864738464,execellent,other
"This super app is a total game-changer—fast, reliable, and packed with everything I need in one place. It’s seamless and super convenient. Love it!""",5,2025-04-23,Dashen,google_play,"this super app is a total game-changer—fast, reliable, and packed with everything i need in one place. it’s seamless and super convenient. love it!""",0.923,positive,positive,0.9998038411140442,"this super app is a total game-changer—fast, reliable, and packed with everything i need in one place. it’s seamless and super convenient. love it!""",crash_bug
All in One ✍️secure ✍️reliable ✍️convenient. Digital banking game changer!!,5,2025-04-23,Dashen,google_play,all in one ✍️secure ✍️reliable ✍️convenient. digital banking game changer!!,0.0,neutral,negative,0.7598550915718079,all in one ✍️secure ✍️reliable ✍️convenient. digital banking game changer!!,crash_bug
it is incredible product.,5,2025-04-23,Dashen,google_play,it is incredible product.,0.0,neutral,positive,0.9998867511749268,it is incredible product.,other
"I'm really impressed with this app! It’s user-friendly, runs smoothly, and has all the features I need. Makes my tasks so much easier and saves me a lot of time. Highly recommended!",5,2025-04-23,Dashen,google_play,"i'm really impressed with this app! it’s user-friendly, runs smoothly, and has all the features i need. makes my tasks so much easier and saves me a lot of time. highly recommended!",0.8461,positive,positive,0.9997783303260804,"i'm really impressed with this app! it’s user-friendly, runs smoothly, and has all the features i need. makes my tasks so much easier and saves me a lot of time. highly recommended!",other
"It's an amazing app, experience it!!",5,2025-04-23,Dashen,google_play,"it's an amazing app, experience it!!",0.658,positive,positive,0.9998760223388672,"it's an amazing app, experience it!!",other
This is the best banking app ever. I recommend everyone to use it.,5,2025-04-23,Dashen,google_play,this is the best banking app ever. i recommend everyone to use it.,0.7717,positive,positive,0.9997599720954896,this is the best banking app ever. i recommend everyone to use it.,other
It is the best application!!!,5,2025-04-22,Dashen,google_play,it is the best application!!!,0.7249,positive,positive,0.9998468160629272,it is the best application!!!,other
"Exceptional digital experience, SupperApp will bring new paradigm shift in the banking business. Bravo Dashen keep it up!!!!",5,2025-04-22,Dashen,google_play,"exceptional digital experience, supperapp will bring new paradigm shift in the banking business. bravo dashen keep it up!!!!",0.0,neutral,positive,0.9998323917388916,"exceptional digital experience, supperapp will bring new paradigm shift in the banking business. bravo dashen keep it up!!!!",other
its features are so dynamic,5,2025-04-22,Dashen,google_play,its features are so dynamic,0.5214,positive,positive,0.999643087387085,its features are so dynamic,other
fast &Friendly user Application.,5,2025-04-22,Dashen,google_play,fast &friendly user application.,0.0,neutral,positive,0.9993237257003784,fast &friendly user application.,other
"Fast, Reliable and User Friendly. Keep it Up",5,2025-04-22,Dashen,google_play,"fast, reliable and user friendly. keep it up",0.4939,positive,positive,0.9997664093971252,"fast, reliable and user friendly. keep it up",other
"#dashen super app is easy to use, secure & fast transaction😍",5,2025-04-22,Dashen,google_play,"#dashen super app is easy to use, secure & fast transaction😍",0.8481,positive,positive,0.9874821901321412,"#dashen super app is easy to use, secure & fast transaction😍",transactions
i love this app esp 3 click that make e-commerce easier and convinient.,5,2025-04-22,Dashen,google_play,i love this app esp 3 click that make e-commerce easier and convinient.,0.7906,positive,positive,0.9995126724243164,i love this app esp 3 click that make e-commerce easier and convinient.,other
Great for everyday banking and payments on the go,5,2025-04-22,Dashen,google_play,great for everyday banking and payments on the go,0.6249,positive,positive,0.9998255372047424,great for everyday banking and payments on the go,transactions
"""Dashen Super App'' is impressive with its focus on simplicity, speed, and quality. The user interface is clean and easy to understand. Transactions process quickly, and the overall quality of the app is top-notch. A must-have for Dashen Bank customers. ዳሸን ባንክ አንድ እርምጃ ቀዳሚ።",5,2025-04-22,Dashen,google_play,"""dashen super app'' is impressive with its focus on simplicity, speed, and quality. the user interface is clean and easy to understand. transactions process quickly, and the overall quality of the app is top-notch. a must-have for dashen bank customers. ዳሸን ባንክ አንድ እርምጃ ቀዳሚ።",0.9153,positive,positive,0.9997794032096864,"""dashen super app'' is impressive with its focus on simplicity, speed, and quality. the user interface is clean and easy to understand. transactions process quickly, and the overall quality of the app is top-notch. a must-have for dashen bank customers. ዳሸን ባንክ አንድ እርምጃ ቀዳሚ።",ui_ux
making transactions has never been easier. the new update is just amazing,5,2025-04-22,Dashen,google_play,making transactions has never been easier. the new update is just amazing,0.3544,positive,positive,0.9998310804367064,making transactions has never been easier. the new update is just amazing,transactions
"The app has various usefull functions, which make easy the payment system. Also, it will connect with sellers having reasonable prices.",5,2025-04-22,Dashen,google_play,"the app has various usefull functions, which make easy the payment system. also, it will connect with sellers having reasonable prices.",0.4404,positive,positive,0.9850903749465942,"the app has various usefull functions, which make easy the payment system. also, it will connect with sellers having reasonable prices.",transactions
The app has great user interface with comprehensive payments and E-commerce platforms. And also it includes unique features such as chat Banking and budget.,5,2025-04-22,Dashen,google_play,the app has great user interface with comprehensive payments and e-commerce platforms. and also it includes unique features such as chat banking and budget.,0.7269,positive,positive,0.999284565448761,the app has great user interface with comprehensive payments and e-commerce platforms. and also it includes unique features such as chat banking and budget.,transactions
betam mirt Ena betam le atikakem kelel Yale Ena michu application nw,5,2025-04-22,Dashen,google_play,betam mirt ena betam le atikakem kelel yale ena michu application nw,0.0,neutral,negative,0.9886249303817748,betam mirt ena betam le atikakem kelel yale ena michu application nw,other
Convenient!,5,2025-04-22,Dashen,google_play,convenient!,0.0,neutral,positive,0.9936902523040771,convenient!,other
It is an amazing application that meets the needs of customers.,5,2025-04-22,Dashen,google_play,it is an amazing application that meets the needs of customers.,0.5859,positive,positive,0.999864935874939,it is an amazing application that meets the needs of customers.,other
Effecting payment via the app has created convenience to the recipients in easily confirming the payments received!,5,2025-04-22,Dashen,google_play,effecting payment via the app has created convenience to the recipients in easily confirming the payments received!,0.5707,positive,positive,0.973114848136902,effecting payment via the app has created convenience to the recipients in easily confirming the payments received!,transactions
the best Supper App ever,5,2025-04-22,Dashen,google_play,the best supper app ever,0.6369,positive,positive,0.999849796295166,the best supper app ever,other
"This is the best app ever, when is it planned to include digital lending and gasification?",5,2025-04-22,Dashen,google_play,"this is the best app ever, when is it planned to include digital lending and gasification?",0.6369,positive,positive,0.9990382194519044,"this is the best app ever, when is it planned to include digital lending and gasification?",other
"A powerful, local solution that rivals any global app. I love how easy it is to explore services and products.",5,2025-04-22,Dashen,google_play,"a powerful, local solution that rivals any global app. i love how easy it is to explore services and products.",0.9042,positive,positive,0.999815046787262,"a powerful, local solution that rivals any global app. i love how easy it is to explore services and products.",other
Dashen bank is my number one choice,5,2025-04-22,Dashen,google_play,dashen bank is my number one choice,0.0772,positive,positive,0.9996331930160522,dashen bank is my number one choice,other
Assefa Genetu = Dashen superup is the latest and inclussive .I am happy with this super up.,5,2025-04-22,Dashen,google_play,assefa genetu = dashen superup is the latest and inclussive .i am happy with this super up.,0.8225,positive,positive,0.9994714856147766,assefa genetu = dashen superup is the latest and inclussive .i am happy with this super up.,other
"The App is incredibly user-friendly and brings multiple services into one place. It's fast, intuitive, and makes daily tasks super convenient. A true all-in-one solution!",5,2025-04-21,Dashen,google_play,"the app is incredibly user-friendly and brings multiple services into one place. it's fast, intuitive, and makes daily tasks super convenient. a true all-in-one solution!",0.8516,positive,positive,0.9991614818572998,"the app is incredibly user-friendly and brings multiple services into one place. it's fast, intuitive, and makes daily tasks super convenient. a true all-in-one solution!",ui_ux
"Proudly made in Ethiopia, this innovation delivers more than promised. The marketplace is a major boost for local commerce",5,2025-04-21,Dashen,google_play,"proudly made in ethiopia, this innovation delivers more than promised. the marketplace is a major boost for local commerce",0.9017,positive,positive,0.9998248219490052,"proudly made in ethiopia, this innovation delivers more than promised. the marketplace is a major boost for local commerce",other
it so fanrastic and user friendly app. Bravo Dashen bank thanks.,5,2025-04-21,Dashen,google_play,it so fanrastic and user friendly app. bravo dashen bank thanks.,0.7269,positive,positive,0.9990429282188416,it so fanrastic and user friendly app. bravo dashen bank thanks.,other
"one of the best digital platforms I've used! from smooth transactions to a seamless shopping experience, highly recommended.",5,2025-04-21,Dashen,google_play,"one of the best digital platforms i've used! from smooth transactions to a seamless shopping experience, highly recommended.",0.7639,positive,positive,0.9997945427894592,"one of the best digital platforms i've used! from smooth transactions to a seamless shopping experience, highly recommended.",account_access
A proudly Ethiopia innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers bnd sellers,5,2025-04-21,Dashen,google_play,a proudly ethiopia innovation that delivers beyond expectations. the marketplace feature is a big win for local shoppers bnd sellers,0.875,positive,positive,0.9997891783714294,a proudly ethiopia innovation that delivers beyond expectations. the marketplace feature is a big win for local shoppers bnd sellers,other
"Dashen Super App is a game-changer! It’s fast, user-friendly, and packed with features that make everyday banking and transactions super convenient. I love how everything I need from mobile banking to utility payments is all in one place. The interface is clean, and everything works smoothly. Definitely one of the best apps out there. Highly recommended!",5,2025-04-21,Dashen,google_play,"dashen super app is a game-changer! it’s fast, user-friendly, and packed with features that make everyday banking and transactions super convenient. i love how everything i need from mobile banking to utility payments is all in one place. the interface is clean, and everything works smoothly. definitely one of the best apps out there. highly recommended!",0.9758,positive,positive,0.9998010993003844,"dashen super app is a game-changer! it’s fast, user-friendly, and packed with features that make everyday banking and transactions super convenient. i love how everything i need from mobile banking to utility payments is all in one place. the interface is clean, and everything works smoothly. definitely one of the best apps out there. highly recommended!",transactions
Easy to use and has many options. It is the best financial app I have ever used.,5,2025-04-21,Dashen,google_play,easy to use and has many options. it is the best financial app i have ever used.,0.7964,positive,positive,0.9997546076774596,easy to use and has many options. it is the best financial app i have ever used.,ui_ux
"Highly impressed! Dash Bank really nailed it with this app. Secure, reliable, and packed with features I use daily",5,2025-04-21,Dashen,google_play,"highly impressed! dash bank really nailed it with this app. secure, reliable, and packed with features i use daily",0.7257,positive,positive,0.9998537302017212,"highly impressed! dash bank really nailed it with this app. secure, reliable, and packed with features i use daily",other
"One of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experience, Highly recommended",5,2025-04-21,Dashen,google_play,"one of the best digital platforms i’ve used! from smooth transactions to a seamless shopping experience, highly recommended",0.7639,positive,positive,0.9997860789299012,"one of the best digital platforms i’ve used! from smooth transactions to a seamless shopping experience, highly recommended",account_access
Very convenient,5,2025-04-21,Dashen,google_play,very convenient,0.0,neutral,positive,0.9988445043563844,very convenient,other
"The user experience is seamless, and everything just works perfectly right out of the box. I can’t believe how much time and effort it saves me every day.",5,2025-04-21,Dashen,google_play,"the user experience is seamless, and everything just works perfectly right out of the box. i can’t believe how much time and effort it saves me every day.",0.6369,positive,positive,0.9997797608375548,"the user experience is seamless, and everything just works perfectly right out of the box. i can’t believe how much time and effort it saves me every day.",other
wawwwww what nice super app !!keep it up dashen bank !!,5,2025-04-21,Dashen,google_play,wawwwww what nice super app !!keep it up dashen bank !!,0.8346,positive,positive,0.9991359114646912,wawwwww what nice super app !!keep it up dashen bank !!,other
"Dashen SuperApp the ultimate all-in-one solution! From banking and shopping to bill payments, everything you need is right at your fingertips. Life just got a whole lot easier!",5,2025-04-21,Dashen,google_play,"dashen superapp the ultimate all-in-one solution! from banking and shopping to bill payments, everything you need is right at your fingertips. life just got a whole lot easier!",0.6892,positive,positive,0.9991750121116638,"dashen superapp the ultimate all-in-one solution! from banking and shopping to bill payments, everything you need is right at your fingertips. life just got a whole lot easier!",account_access
"It is,really super because of its unique offerings to individuals and businesses.It is a secure UX first app intended to cater comprehensive digital meeds.I am also happy to know that Dashen is considering to make the app more inclusive by lowering the mobile version requirements .",5,2025-04-21,Dashen,google_play,"it is,really super because of its unique offerings to individuals and businesses.it is a secure ux first app intended to cater comprehensive digital meeds.i am also happy to know that dashen is considering to make the app more inclusive by lowering the mobile version requirements .",0.8669,positive,positive,0.9995538592338562,"it is,really super because of its unique offerings to individuals and businesses.it is a secure ux first app intended to cater comprehensive digital meeds.i am also happy to know that dashen is considering to make the app more inclusive by lowering the mobile version requirements .",ui_ux
"the very easy, secured, fast and multifunctional dashen supper application I ever seen. dashen really one steps ahead!!!",5,2025-04-21,Dashen,google_play,"the very easy, secured, fast and multifunctional dashen supper application i ever seen. dashen really one steps ahead!!!",0.7934,positive,positive,0.99827241897583,"the very easy, secured, fast and multifunctional dashen supper application i ever seen. dashen really one steps ahead!!!",other
"One app for everything! I can shop, manage my bank account , and do so much more . Truly a super app",5,2025-04-21,Dashen,google_play,"one app for everything! i can shop, manage my bank account , and do so much more . truly a super app",0.8371,positive,positive,0.9994187355041504,"one app for everything! i can shop, manage my bank account , and do so much more . truly a super app",other
one of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experie,5,2025-04-21,Dashen,google_play,one of the best digital platforms i’ve used! from smooth transactions to a seamless shopping experie,0.6696,positive,positive,0.9995588660240172,one of the best digital platforms i’ve used! from smooth transactions to a seamless shopping experie,account_access
"Dashen Bank super App is the most suitable, reliable, and fast digital banking system.",5,2025-04-21,Dashen,google_play,"dashen bank super app is the most suitable, reliable, and fast digital banking system.",0.5994,positive,positive,0.9992392063140868,"dashen bank super app is the most suitable, reliable, and fast digital banking system.",ui_ux
This is what we call banking app. As professional I want banking app as simple as this and an app rich of features that align with my lifestyle.,5,2025-04-21,Dashen,google_play,this is what we call banking app. as professional i want banking app as simple as this and an app rich of features that align with my lifestyle.,0.5994,positive,positive,0.9991500377655028,this is what we call banking app. as professional i want banking app as simple as this and an app rich of features that align with my lifestyle.,support
thanks again,5,2025-04-21,Dashen,google_play,thanks again,0.4404,positive,positive,0.9998217225074768,thanks again,other
Super Easy To Use and Fast Transaction.,5,2025-04-21,Dashen,google_play,super easy to use and fast transaction.,0.7783,positive,positive,0.996877908706665,super easy to use and fast transaction.,transactions
"I have an incredible experience with Dashen super app, what an amazing platform is it?. keep pioneering in technological advancement 👏👏👏",5,2025-04-21,Dashen,google_play,"i have an incredible experience with dashen super app, what an amazing platform is it?. keep pioneering in technological advancement 👏👏👏",0.8271,positive,positive,0.999527096748352,"i have an incredible experience with dashen super app, what an amazing platform is it?. keep pioneering in technological advancement 👏👏👏",other
"i can't recommend the Dashen Super App enough! This app is truly a game changer for anyone looking for a seamless and efficient way to manage their daily life. It combines multiple essential services into one easy-to-use platform, saving time and simplifying tasks The user interface is modern, intuitive, and super responsive, making navigation a breeze. Whether it's banking, payment services, or accessing lifestyle features, everything is just a few clicks away!!",5,2025-04-21,Dashen,google_play,"i can't recommend the dashen super app enough! this app is truly a game changer for anyone looking for a seamless and efficient way to manage their daily life. it combines multiple essential services into one easy-to-use platform, saving time and simplifying tasks the user interface is modern, intuitive, and super responsive, making navigation a breeze. whether it's banking, payment services, or accessing lifestyle features, everything is just a few clicks away!!",0.941,positive,positive,0.9953939914703368,"i can't recommend the dashen super app enough! this app is truly a game changer for anyone looking for a seamless and efficient way to manage their daily life. it combines multiple essential services into one easy-to-use platform, saving time and simplifying tasks the user interface is modern, intuitive, and super responsive, making navigation a breeze. whether it's banking, payment services, or accessing lifestyle features, everything is just a few clicks away!!",ui_ux
"The app is incredibly handy for managing multiple financial tasks, from bill payments to managing budgets. It’s saved me a lot of time and made banking way more convenient. Definitely worth checking out!",5,2025-04-21,Dashen,google_play,"the app is incredibly handy for managing multiple financial tasks, from bill payments to managing budgets. it’s saved me a lot of time and made banking way more convenient. definitely worth checking out!",0.8039,positive,positive,0.9982413053512572,"the app is incredibly handy for managing multiple financial tasks, from bill payments to managing budgets. it’s saved me a lot of time and made banking way more convenient. definitely worth checking out!",transactions
what an App,5,2025-04-21,Dashen,google_play,what an app,0.0,neutral,positive,0.9938238859176636,what an app,other
